timestamp,model,scenario,run,event_type,from_replicas,to_replicas,lead_time_sec
2026-04-13T01:27:34.249507,lstm,periodic,3,scale_out,2,3,1.626
2026-04-13T01:27:47.273957,lstm,periodic,3,scale_down,3,2,0
2026-04-13T01:28:05.175623,lstm,periodic,3,scale_out,2,5,-3.502
2026-04-13T01:28:18.091554,lstm,periodic,3,scale_down,5,3,0
2026-04-13T01:28:48.701027,lstm,periodic,3,scale_out,3,25,15.592
2026-04-13T01:29:34.602579,lstm,periodic,3,scale_down,25,6,0
2026-04-13T01:29:49.406649,lstm,periodic,3,scale_down,6,2,0
2026-04-13T01:30:15.009236,lstm,periodic,3,scale_out,2,25,10.551
2026-04-13T01:30:21.036169,lstm,periodic,3,scale_down,25,16,0
2026-04-13T01:30:41.104886,lstm,periodic,3,scale_out,16,25,6.288
2026-04-13T01:31:19.703383,lstm,periodic,3,scale_down,25,9,0
2026-04-13T01:31:35.945569,lstm,periodic,3,scale_down,9,2,0
2026-04-13T01:31:52.664051,lstm,periodic,3,scale_out,2,5,3.194
2026-04-13T01:32:08.422774,lstm,periodic,3,scale_out,5,13,2.757
2026-04-13T01:32:26.611575,lstm,periodic,3,scale_out,13,25,6.033
2026-04-13T01:33:05.154701,lstm,periodic,3,scale_down,25,11,0
2026-04-13T01:33:21.673612,lstm,periodic,3,scale_down,11,3,0
2026-04-13T01:33:58.983508,lstm,periodic,3,scale_out,3,25,7.250
2026-04-13T01:35:07.846787,lstm,periodic,3,scale_down,25,7,0
2026-04-13T01:35:22.504328,lstm,periodic,3,scale_down,7,3,0
2026-04-13T01:35:52.837481,lstm,periodic,3,scale_down,3,2,0
