Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,207653,612,280.0,382.66694909112795,1.6951000006883987,4420.326899999964,4501.693281580328,421.30690264459616,1.2416860070333338,280,380,460,520,670,830,1100,1300,1900,2600,4400
,Aggregated,207653,612,280.0,382.66694909112795,1.6951000006883987,4420.326899999964,4501.693281580328,421.30690264459616,1.2416860070333338,280,380,460,520,670,830,1100,1300,1900,2600,4400
