Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,226727,333,420.0,566.9352751657083,1.152583000020968,6645.449224999993,4508.368698919846,406.6135832201648,0.597204228928689,420,580,730,830,1100,1300,1800,2100,3900,5400,6600
,Aggregated,226727,333,420.0,566.9352751657083,1.152583000020968,6645.449224999993,4508.368698919846,406.6135832201648,0.597204228928689,420,580,730,830,1100,1300,1800,2100,3900,5400,6600
