timestamp,model,scenario,run,event_type,from_replicas,to_replicas,lead_time_sec
2026-04-13T00:38:54.812864,ensemble,periodic,2,scale_out,2,3,1.693
2026-04-13T00:39:19.123829,ensemble,periodic,2,scale_out,3,5,3.288
2026-04-13T00:39:26.467343,ensemble,periodic,2,scale_out,5,10,3.405
2026-04-13T00:39:39.378168,ensemble,periodic,2,scale_down,10,4,0
2026-04-13T00:40:02.478277,ensemble,periodic,2,scale_out,4,25,7.725
2026-04-13T00:40:55.281958,ensemble,periodic,2,scale_down,25,8,0
2026-04-13T00:41:10.270850,ensemble,periodic,2,scale_down,8,2,0
2026-04-13T00:41:26.741905,ensemble,periodic,2,scale_out,2,4,1.590
2026-04-13T00:41:50.748960,ensemble,periodic,2,scale_out,4,25,10.630
2026-04-13T00:42:41.644965,ensemble,periodic,2,scale_down,25,12,0
2026-04-13T00:43:03.913306,ensemble,periodic,2,scale_out,12,25,-0.015
2026-04-13T00:44:34.426060,ensemble,periodic,2,scale_down,25,13,0
2026-04-13T00:44:59.558533,ensemble,periodic,2,scale_out,13,25,16.873
2026-04-13T00:44:58.723933,ensemble,periodic,2,scale_down,25,2,0
2026-04-13T00:45:21.473485,ensemble,periodic,2,scale_out,2,25,7.563
2026-04-13T00:47:00.644912,ensemble,periodic,2,scale_down,25,3,0
2026-04-13T00:47:30.784592,ensemble,periodic,2,scale_down,3,2,0
