Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,305190,34,230.0,287.8090532839384,189.4541420006135,1659.2332480031473,4514.497001867689,664.8673053689724,0.0740702132525478,230,240,280,330,500,580,670,730,1100,1500,1700
,Aggregated,305190,34,230.0,287.8090532839384,189.4541420006135,1659.2332480031473,4514.497001867689,664.8673053689724,0.0740702132525478,230,240,280,330,500,580,670,730,1100,1500,1700
