Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,198068,1406,260.0,413.28186034430377,4.723637999973107,6670.13702700001,4482.949946483026,378.24951870573807,2.685031520994142,260,370,490,580,820,1000,1400,1800,2700,3800,6700
,Aggregated,198068,1406,260.0,413.28186034430377,4.723637999973107,6670.13702700001,4482.949946483026,378.24951870573807,2.685031520994142,260,370,490,580,820,1000,1400,1800,2700,3800,6700
