Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,244387,98,230.0,263.354501446726,7.6174489986442495,35040.667298999324,4513.1894699799905,532.7345238376638,0.21362831630197618,230,250,270,280,340,400,490,600,1900,5100,35000
,Aggregated,244387,98,230.0,263.354501446726,7.6174489986442495,35040.667298999324,4513.1894699799905,532.7345238376638,0.21362831630197618,230,250,270,280,340,400,490,600,1900,5100,35000
