timestamp,model,scenario,run,event_type,from_replicas,to_replicas,lead_time_sec
2026-04-17T00:06:33.476301,ensemble,wiki,2,scale_out,2,4,1.660
2026-04-17T00:06:53.378447,ensemble,wiki,2,scale_out,4,25,6.817
2026-04-17T00:07:17.118198,ensemble,wiki,2,scale_down,25,16,0
2026-04-17T00:07:39.215276,ensemble,wiki,2,scale_out,16,25,6.989
2026-04-17T00:08:17.206517,ensemble,wiki,2,scale_down,25,6,0
2026-04-17T00:08:32.820956,ensemble,wiki,2,scale_down,6,1,0
2026-04-17T00:09:06.639037,ensemble,wiki,2,scale_out,1,3,3.152
2026-04-17T00:09:35.079762,ensemble,wiki,2,scale_down,3,1,0
2026-04-17T00:09:56.705543,ensemble,wiki,2,scale_out,1,25,7.992
2026-04-17T00:10:05.278511,ensemble,wiki,2,scale_down,25,4,0
2026-04-17T00:10:38.771014,ensemble,wiki,2,scale_out,4,6,3.231
2026-04-17T00:10:53.167215,ensemble,wiki,2,scale_out,6,8,3.839
2026-04-17T00:11:23.852227,ensemble,wiki,2,scale_out,8,14,3.434
2026-04-17T00:11:43.719287,ensemble,wiki,2,scale_out,14,25,6.589
