Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,244249,6,230.0,260.5572404152867,21.05647600001248,2402.759298000092,4514.889088594016,528.0182009334526,0.012970817508365297,230,250,270,290,340,400,470,540,870,1200,2400
,Aggregated,244249,6,230.0,260.5572404152867,21.05647600001248,2402.759298000092,4514.889088594016,528.0182009334526,0.012970817508365297,230,250,270,290,340,400,470,540,870,1200,2400
