Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,126640,108,610.0,628.8726946035497,19.65879599993059,2896.0909919996993,4511.149557801642,408.75159135032175,0.3485879016569389,610,690,750,790,920,1000,1200,1300,1700,2200,2900
,Aggregated,126640,108,610.0,628.8726946035497,19.65879599993059,2896.0909919996993,4511.149557801642,408.75159135032175,0.3485879016569389,610,690,750,790,920,1000,1200,1300,1700,2200,2900
