Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,161406,1676,360.0,577.9541054987338,1.6083099999377737,7880.178569999771,4468.11735623211,327.2821143115367,3.3984165618758633,360,610,760,870,1200,1600,2000,2300,3400,6100,7900
,Aggregated,161406,1676,360.0,577.9541054987338,1.6083099999377737,7880.178569999771,4468.11735623211,327.2821143115367,3.3984165618758633,360,610,760,870,1200,1600,2000,2300,3400,6100,7900
