Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,206711,147,300.0,367.11169071007185,2.131872999598272,4593.169586998556,4511.7892129591555,450.45890576637936,0.32033834265064637,300,370,430,480,610,730,900,1100,1700,3300,4600
,Aggregated,206711,147,300.0,367.11169071007185,2.131872999598272,4593.169586998556,4511.7892129591555,450.45890576637936,0.32033834265064637,300,370,430,480,610,730,900,1100,1700,3300,4600
