timestamp,model,scenario,run,event_type,from_replicas,to_replicas,lead_time_sec
2026-04-13T01:05:32.016330,lstm,periodic,1,scale_out,2,3,1.757
2026-04-13T01:06:01.615632,lstm,periodic,1,scale_out,3,6,-5.023
2026-04-13T01:06:21.707543,lstm,periodic,1,scale_down,6,3,0
2026-04-13T01:06:40.249666,lstm,periodic,1,scale_out,3,25,9.950
2026-04-13T01:07:30.649947,lstm,periodic,1,scale_down,25,5,0
2026-04-13T01:07:47.120082,lstm,periodic,1,scale_down,5,2,0
2026-04-13T01:08:14.052434,lstm,periodic,1,scale_out,2,25,12.046
2026-04-13T01:09:02.550187,lstm,periodic,1,scale_down,25,16,0
2026-04-13T01:09:17.244378,lstm,periodic,1,scale_down,16,6,0
2026-04-13T01:09:32.849303,lstm,periodic,1,scale_down,6,2,0
2026-04-13T01:09:49.552641,lstm,periodic,1,scale_out,2,7,1.607
2026-04-13T01:10:12.147629,lstm,periodic,1,scale_out,7,25,8.835
2026-04-13T01:11:04.778657,lstm,periodic,1,scale_down,25,8,0
2026-04-13T01:11:19.961885,lstm,periodic,1,scale_down,8,2,0
2026-04-13T01:11:36.103195,lstm,periodic,1,scale_out,2,5,1.105
2026-04-13T01:11:54.043937,lstm,periodic,1,scale_out,5,14,4.475
2026-04-13T01:12:11.525118,lstm,periodic,1,scale_out,14,25,6.856
2026-04-13T01:13:06.330081,lstm,periodic,1,scale_down,25,2,0
2026-04-13T01:13:21.655578,lstm,periodic,1,scale_out,2,3,1.105
2026-04-13T01:13:51.962744,lstm,periodic,1,scale_down,3,2,0
