timestamp,model,scenario,run,event_type,from_replicas,to_replicas,lead_time_sec
2026-04-17T00:43:51.996840,lstm,wiki,2,scale_out,2,15,4.851
2026-04-17T00:44:07.522600,lstm,wiki,2,scale_out,15,25,4.911
2026-04-17T00:44:32.851300,lstm,wiki,2,scale_down,25,14,0
2026-04-17T00:44:49.235745,lstm,wiki,2,scale_down,14,11,0
2026-04-17T00:45:19.433526,lstm,wiki,2,scale_down,11,6,0
2026-04-17T00:45:33.674632,lstm,wiki,2,scale_down,6,4,0
2026-04-17T00:45:57.955036,lstm,wiki,2,scale_out,4,25,8.118
2026-04-17T00:46:03.737777,lstm,wiki,2,scale_down,25,3,0
2026-04-17T00:46:33.650269,lstm,wiki,2,scale_down,3,1,0
2026-04-17T00:46:57.931108,lstm,wiki,2,scale_out,1,25,8.010
2026-04-17T00:47:19.785714,lstm,wiki,2,scale_down,25,4,0
2026-04-17T00:47:45.304224,lstm,wiki,2,scale_out,4,25,11.699
2026-04-17T00:47:50.237012,lstm,wiki,2,scale_down,25,8,0
2026-04-17T00:48:12.414902,lstm,wiki,2,scale_out,8,25,8.190
2026-04-17T00:48:20.032236,lstm,wiki,2,scale_down,25,14,0
2026-04-17T00:48:36.086362,lstm,wiki,2,scale_out,14,16,1.792
2026-04-17T00:48:58.251444,lstm,wiki,2,scale_out,16,25,8.539
2026-04-17T00:52:52.398971,lstm,wiki,2,scale_down,25,2,0
