timestamp,model,scenario,run,event_type,from_replicas,to_replicas,lead_time_sec
2026-04-23T22:30:57.983567,ensemble,ramp,1,scale_out,2,3,1.974
2026-04-23T22:31:12.772153,ensemble,ramp,1,scale_out,3,4,2.208
2026-04-23T22:31:30.025410,ensemble,ramp,1,scale_out,4,7,2.022
2026-04-23T22:31:44.598222,ensemble,ramp,1,scale_out,7,12,2.020
2026-04-23T22:31:59.863101,ensemble,ramp,1,scale_out,12,14,2.101
2026-04-23T22:32:15.132090,ensemble,ramp,1,scale_out,14,20,4.071
2026-04-23T22:32:43.904413,ensemble,ramp,1,scale_out,20,23,1.986
2026-04-23T22:32:58.187811,ensemble,ramp,1,scale_down,23,18,0
2026-04-23T22:33:12.743158,ensemble,ramp,1,scale_down,18,15,0
2026-04-23T22:33:31.451763,ensemble,ramp,1,scale_out,15,25,2.113
2026-04-23T22:37:58.891185,ensemble,ramp,1,scale_down,25,13,0
2026-04-23T22:38:15.830657,ensemble,ramp,1,scale_down,13,5,0
