Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,293914,112,270.0,366.0977312669879,197.33566400009295,3041.1238070000763,4513.279496723531,526.844394008579,0.20076135239886783,270,310,350,380,520,980,1500,1700,2600,3000,3000
,Aggregated,293914,112,270.0,366.0977312669879,197.33566400009295,3041.1238070000763,4513.279496723531,526.844394008579,0.20076135239886783,270,310,350,380,520,980,1500,1700,2600,3000,3000
