timestamp,model,scenario,run,event_type,from_replicas,to_replicas,lead_time_sec
2026-04-13T01:59:11.146401,gru,periodic,3,scale_out,2,6,2.907
2026-04-13T01:59:25.148446,gru,periodic,3,scale_out,6,7,1.621
2026-04-13T01:59:53.805961,gru,periodic,3,scale_down,7,6,0
2026-04-13T02:00:27.035437,gru,periodic,3,scale_out,6,25,17.770
2026-04-13T02:01:17.118856,gru,periodic,3,scale_down,25,16,0
2026-04-13T02:01:25.767638,gru,periodic,3,scale_down,16,9,0
2026-04-13T02:01:48.697600,gru,periodic,3,scale_out,9,24,7.334
2026-04-13T02:02:56.669536,gru,periodic,3,scale_down,24,17,0
2026-04-13T02:03:11.985772,gru,periodic,3,scale_down,17,8,0
2026-04-13T02:03:33.590352,gru,periodic,3,scale_out,8,21,6.515
2026-04-13T02:03:47.513889,gru,periodic,3,scale_out,21,25,5.103
2026-04-13T02:04:58.254043,gru,periodic,3,scale_down,25,9,0
2026-04-13T02:05:17.995957,gru,periodic,3,scale_out,9,18,2.966
2026-04-13T02:05:33.434064,gru,periodic,3,scale_out,18,25,4.535
2026-04-13T02:06:46.024105,gru,periodic,3,scale_down,25,12,0
2026-04-13T02:07:01.053757,gru,periodic,3,scale_down,12,3,0
2026-04-13T02:07:15.856832,gru,periodic,3,scale_down,3,2,0
