Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,196000,260,260.0,349.6570716586874,5.136559999982637,3064.1014079999422,4509.010714285714,483.3771470361745,0.6412145828030886,260,310,370,420,580,880,1000,1200,1600,2200,3100
,Aggregated,196000,260,260.0,349.6570716586874,5.136559999982637,3064.1014079999422,4509.010714285714,483.3771470361745,0.6412145828030886,260,310,370,420,580,880,1000,1200,1600,2200,3100
