Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,245746,0,130.0,217.1851098376096,90.20324899938714,1973.8578289998259,4515.0,609.4438340050974,0.0,130,180,230,310,510,610,710,790,1600,1900,2000
,Aggregated,245746,0,130.0,217.1851098376096,90.20324899938714,1973.8578289998259,4515.0,609.4438340050974,0.0,130,180,230,310,510,610,710,790,1600,1900,2000
