Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,75770,9,1300.0,1252.761410554262,38.568377000046894,4913.731175999601,4514.463705952224,244.97037992596975,0.02909770911091102,1300,1400,1500,1600,1800,2000,2200,2400,3400,4800,4900
,Aggregated,75770,9,1300.0,1252.761410554262,38.568377000046894,4913.731175999601,4514.463705952224,244.97037992596975,0.02909770911091102,1300,1400,1500,1600,1800,2000,2200,2400,3400,4800,4900
