Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776916445,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776916446,10,,Aggregated,0.000000,0.000000,400,400,410,410,420,420,420,420,420,420,420,16,0,390.0,329.3870926250086,194.7745270000496,423.79692700001215,4515.0
1776916447,20,,Aggregated,0.000000,0.000000,210,380,390,390,400,410,420,420,420,420,420,55,0,210.0,272.803981890913,186.34070000001657,423.79692700001215,4515.0
1776916448,30,,Aggregated,0.000000,0.000000,200,210,380,390,400,420,420,420,430,430,430,111,0,200.0,254.96064147748166,186.1610000000269,426.25060000000303,4515.0
1776916449,30,,Aggregated,10.000000,0.000000,200,210,210,210,390,410,420,420,430,430,430,170,0,200.0,237.18685288235616,186.1610000000269,426.25060000000303,4515.0
1776916450,30,,Aggregated,20.333333,0.000000,210,210,210,220,390,400,420,420,430,430,430,232,0,210.0,230.28264022845175,186.1610000000269,426.25060000000303,4515.0
1776916451,30,,Aggregated,30.000000,0.000000,210,210,210,220,380,400,420,420,430,430,430,287,0,210.0,226.96665555400926,186.1610000000269,426.25060000000303,4515.0
1776916452,30,,Aggregated,34.800000,0.000000,210,210,210,220,220,390,410,420,430,430,430,346,0,210.0,224.28534963006018,186.1610000000269,426.25060000000303,4515.0
1776916453,30,,Aggregated,39.666667,0.000000,210,210,220,220,220,390,410,420,430,430,430,397,0,210.0,223.32714062216803,186.1610000000269,426.25060000000303,4515.0
1776916454,30,,Aggregated,41.857143,0.000000,210,210,220,220,220,390,410,420,430,430,430,462,0,210.0,221.79497515801026,186.1610000000269,426.25060000000303,4515.0
1776916455,30,,Aggregated,43.375000,0.000000,210,210,220,220,220,380,400,420,430,430,430,520,0,210.0,220.52037730192478,186.1610000000269,426.25060000000303,4515.0
1776916456,30,,Aggregated,45.222222,0.000000,210,210,210,220,220,380,400,420,430,430,430,583,0,210.0,219.050499480276,186.1610000000269,426.25060000000303,4515.0
1776916456,30,,Aggregated,45.222222,0.000000,210,210,210,220,220,250,400,410,430,430,430,642,0,210.0,217.7810565218079,186.1610000000269,426.25060000000303,4515.0
1776916458,30,,Aggregated,46.700000,0.000000,210,210,210,220,220,230,400,410,430,430,430,701,0,210.0,216.96536300856013,186.1610000000269,426.25060000000303,4515.0
1776916459,30,,Aggregated,52.400000,0.000000,210,210,210,220,220,230,400,410,430,430,430,759,0,210.0,216.7456316877477,186.1610000000269,426.25060000000303,4515.0
1776916460,30,,Aggregated,61.400000,0.000000,210,210,210,220,220,230,400,410,430,430,430,818,0,210.0,216.45407686552602,186.1610000000269,426.25060000000303,4515.0
1776916461,30,,Aggregated,63.900000,0.000000,210,210,210,220,220,230,390,410,430,430,430,879,0,210.0,216.27197670876023,186.1610000000269,426.25060000000303,4515.0
1776916462,30,,Aggregated,64.400000,0.000000,210,210,220,220,220,230,390,410,430,430,430,937,0,210.0,216.35368483671348,186.1610000000269,426.25060000000303,4515.0
1776916463,30,,Aggregated,64.400000,0.000000,210,210,220,220,220,230,390,410,430,430,430,991,0,210.0,216.2530580615546,186.1610000000269,426.25060000000303,4515.0
1776916464,30,,Aggregated,64.200000,0.000000,210,210,220,220,220,220,390,400,420,430,430,1050,0,210.0,215.9681701971434,186.1610000000269,426.25060000000303,4515.0
1776916465,30,,Aggregated,64.400000,0.000000,210,210,210,220,220,220,390,400,420,430,430,1106,0,210.0,215.39263662296628,186.1610000000269,426.25060000000303,4515.0
1776916466,30,,Aggregated,64.400000,0.000000,210,210,210,220,220,220,390,400,420,430,430,1165,0,210.0,214.87976242231807,186.1610000000269,426.25060000000303,4515.0
1776916467,30,,Aggregated,63.700000,0.000000,210,210,210,220,220,220,390,400,420,430,430,1226,0,210.0,214.87143880913558,186.1610000000269,426.25060000000303,4515.0
1776916468,30,,Aggregated,63.700000,0.000000,210,210,220,220,220,220,390,400,420,430,430,1282,0,210.0,214.88139646021867,186.1610000000269,426.25060000000303,4515.0
1776916469,30,,Aggregated,58.800000,0.000000,210,210,220,220,220,220,390,400,420,430,430,1342,0,210.0,215.08964978912093,186.1610000000269,426.25060000000303,4515.0
1776916470,30,,Aggregated,58.100000,0.000000,210,210,220,220,220,220,380,400,420,430,430,1397,0,210.0,215.22085186542608,186.1610000000269,426.25060000000303,4515.0
1776916471,30,,Aggregated,58.100000,0.000000,210,210,220,220,220,220,380,400,420,430,430,1456,0,210.0,215.21513897733533,186.1610000000269,426.25060000000303,4515.0
1776916472,30,,Aggregated,57.600000,0.000000,210,210,220,220,220,220,380,400,420,430,430,1515,0,210.0,214.81340926666687,186.1610000000269,426.25060000000303,4515.0
1776916473,30,,Aggregated,57.600000,0.000000,210,210,220,220,220,220,380,400,420,430,430,1572,0,210.0,214.46709423600535,186.1610000000269,426.25060000000303,4515.0
1776916474,30,,Aggregated,57.900000,0.000000,210,210,220,220,220,220,370,400,420,430,430,1630,0,210.0,214.14087827300634,186.1610000000269,426.25060000000303,4515.0
1776916475,30,,Aggregated,58.100000,0.000000,210,210,220,220,220,220,370,400,420,430,430,1684,0,210.0,214.12040140261314,186.1610000000269,426.25060000000303,4515.0
1776916476,30,,Aggregated,57.900000,0.000000,210,210,220,220,220,220,370,400,420,430,430,1742,0,210.0,214.22599302181445,186.1610000000269,426.25060000000303,4515.0
1776916477,30,,Aggregated,57.700000,0.000000,210,210,220,220,220,220,290,400,420,430,430,1801,0,210.0,214.3387848661857,186.1610000000269,426.25060000000303,4515.0
1776916478,30,,Aggregated,57.200000,0.000000,210,210,220,220,220,220,290,400,420,430,430,1863,0,210.0,214.42295993719856,186.1610000000269,426.25060000000303,4515.0
1776916479,30,,Aggregated,57.400000,0.000000,210,210,220,220,220,220,370,400,430,450,450,1918,0,210.0,214.71151203806082,186.1610000000269,454.7218949999774,4515.0
1776916480,30,,Aggregated,57.400000,0.000000,210,210,220,220,220,220,370,400,430,450,450,1976,0,210.0,214.50257425253065,186.1610000000269,454.7218949999774,4515.0
1776916481,30,,Aggregated,57.300000,0.000000,210,210,220,220,220,220,370,400,430,450,450,2038,0,210.0,214.32036506820458,186.1610000000269,454.7218949999774,4515.0
1776916482,30,,Aggregated,58.100000,0.000000,210,210,220,220,220,220,370,400,430,450,450,2094,0,210.0,214.20643718242638,186.1610000000269,454.7218949999774,4515.0
1776916483,30,,Aggregated,58.100000,0.000000,210,210,220,220,220,220,290,400,430,450,450,2150,0,210.0,214.23525931441912,186.1610000000269,454.7218949999774,4515.0
1776916484,30,,Aggregated,57.400000,0.000000,210,210,220,220,220,220,280,400,430,450,450,2212,0,210.0,214.33237144394275,186.1610000000269,454.7218949999774,4515.0
1776916485,30,,Aggregated,57.200000,0.000000,210,210,220,220,220,220,280,400,430,450,450,2273,0,210.0,214.32951905939328,186.1610000000269,454.7218949999774,4515.0
1776916486,30,,Aggregated,57.500000,0.000000,210,210,220,220,220,220,280,400,440,480,480,2331,0,210.0,214.3982293462037,186.1610000000269,479.1889269999956,4515.0
1776916487,30,,Aggregated,58.500000,0.000000,210,210,220,220,220,220,280,400,440,480,480,2391,0,210.0,214.45803200083688,186.1610000000269,479.1889269999956,4515.0
1776916488,30,,Aggregated,58.700000,0.000000,210,210,220,220,220,220,270,400,440,480,480,2452,0,210.0,214.34742795677042,186.1610000000269,479.1889269999956,4515.0
1776916488,30,,Aggregated,58.700000,0.000000,210,210,220,220,220,220,270,400,450,480,480,2510,0,210.0,214.22784950199232,186.1610000000269,479.1889269999956,4515.0
1776916489,30,,Aggregated,58.900000,0.000000,210,210,220,220,220,220,270,400,450,480,480,2568,0,210.0,214.07179616433058,186.1610000000269,479.1889269999956,4515.0
1776916490,30,,Aggregated,59.900000,0.000000,210,210,220,220,220,220,270,390,450,480,480,2624,0,210.0,213.91520544321688,186.1610000000269,479.1889269999956,4515.0
1776916491,30,,Aggregated,64.100000,0.000000,210,210,220,220,220,220,260,390,450,480,480,2684,0,210.0,213.9031902723549,186.1610000000269,479.1889269999956,4515.0
1776916492,30,,Aggregated,63.400000,0.000000,210,210,220,220,220,220,260,390,450,480,480,2738,0,210.0,213.99554788714408,186.1610000000269,481.72614099996736,4515.0
1776916493,30,,Aggregated,63.200000,0.000000,210,210,220,220,220,220,260,400,480,820,820,2801,0,210.0,214.30759244698342,186.1610000000269,817.700297999977,4515.0
1776916494,30,,Aggregated,63.600000,0.000000,210,210,220,220,220,220,260,400,480,820,820,2861,0,210.0,214.2689744837471,186.1610000000269,817.700297999977,4515.0
1776916495,30,,Aggregated,64.100000,0.000000,210,210,220,220,220,220,260,390,480,820,820,2923,0,210.0,214.25454885254868,186.1610000000269,817.700297999977,4515.0
1776916496,30,,Aggregated,64.200000,0.000000,210,210,220,220,220,220,260,390,480,820,820,2979,0,210.0,214.2190436045652,186.1610000000269,817.700297999977,4515.0
1776916497,30,,Aggregated,63.300000,0.000000,210,210,220,220,220,220,250,390,460,820,820,3039,0,210.0,214.03267337874289,186.1610000000269,817.700297999977,4515.0
1776916498,30,,Aggregated,64.100000,0.000000,210,210,220,220,220,220,250,390,460,820,820,3097,0,210.0,213.8754238382304,186.1610000000269,817.700297999977,4515.0
1776916499,30,,Aggregated,63.300000,0.000000,210,210,220,220,220,220,240,390,460,820,820,3157,0,210.0,213.9238352575229,186.1610000000269,817.700297999977,4515.0
1776916500,30,,Aggregated,62.100000,0.000000,210,210,220,220,220,220,240,390,460,820,820,3211,0,210.0,213.91683807879167,186.1610000000269,817.700297999977,4515.0
1776916501,30,,Aggregated,58.300000,0.000000,210,210,220,220,220,220,240,390,460,820,820,3274,0,210.0,214.0036148026878,186.1610000000269,817.700297999977,4515.0
1776916502,30,,Aggregated,58.700000,0.000000,210,210,220,220,220,220,250,390,460,820,820,3332,0,210.0,214.16329472358944,186.1610000000269,817.700297999977,4515.0
1776916503,30,,Aggregated,58.800000,0.000000,210,210,220,220,220,230,270,390,460,820,820,3388,0,210.0,214.5977946292797,186.1610000000269,817.700297999977,4515.0
1776916504,30,,Aggregated,58.700000,0.000000,210,210,220,220,220,230,270,390,470,820,820,3446,0,210.0,214.66082034648846,186.1610000000269,817.700297999977,4515.0
1776916505,90,,Aggregated,58.400000,0.000000,210,210,220,220,220,240,410,520,720,820,820,3573,0,210.0,220.4748603453678,184.01910000000044,817.700297999977,4515.0
1776916506,150,,Aggregated,58.400000,0.000000,210,220,220,220,230,380,560,700,920,930,930,3736,0,210.0,229.92105915658453,184.01910000000044,932.5119529999597,4515.0
1776916507,210,,Aggregated,62.800000,0.000000,210,220,220,220,290,470,670,810,1300,2300,2300,3924,0,210.0,245.36805649209984,184.01910000000044,2333.2572759999834,4515.0
1776916508,270,,Aggregated,70.500000,0.000000,210,220,220,220,430,680,1000,1300,1500,2300,2300,4129,16,210.0,277.2449584555584,184.01910000000044,2333.2572759999834,4497.504238314362
1776916509,330,,Aggregated,85.100000,0.000000,210,220,220,240,640,910,1100,1300,1600,2300,2300,4344,37,210.0,305.50729706123406,184.01910000000044,2333.2572759999834,4476.543508287293
1776916510,390,,Aggregated,98.600000,1.500000,210,220,230,380,760,1000,1400,1500,2500,2500,2500,4572,54,210.0,347.5455878193354,184.01910000000044,2525.200912999992,4461.673228346457
1776916511,450,,Aggregated,112.800000,3.200000,210,220,300,520,950,1400,1600,2300,2700,2800,2800,4807,73,210.0,396.83132832078223,184.01910000000044,2838.546833999999,4446.434366548783
1776916512,510,,Aggregated,128.800000,5.200000,220,220,420,660,1200,1500,2200,2400,2800,3400,3400,5019,91,220.0,443.4005023721858,181.81729999997742,3421.9475730000113,4433.138075313807
