timestamp,model,scenario,run,event_type,from_replicas,to_replicas,lead_time_sec
2026-04-23T15:20:18.602065,lstm,step,1,scale_out,2,3,1.963
2026-04-23T15:20:47.653770,lstm,step,1,scale_out,3,5,2.029
2026-04-23T15:21:00.706477,lstm,step,1,scale_down,5,4,0
2026-04-23T15:21:33.208461,lstm,step,1,scale_out,4,7,1.951
2026-04-23T15:21:50.975325,lstm,step,1,scale_out,7,20,3.925
2026-04-23T15:22:01.372627,lstm,step,1,scale_down,20,12,0
2026-04-23T15:22:17.588616,lstm,step,1,scale_down,12,7,0
2026-04-23T15:22:33.954369,lstm,step,1,scale_out,7,8,1.964
2026-04-23T15:22:50.232147,lstm,step,1,scale_out,8,12,2.003
2026-04-23T15:23:05.528009,lstm,step,1,scale_out,12,15,2.052
2026-04-23T15:24:08.694227,lstm,step,1,scale_out,15,25,4.107
2026-04-23T15:26:51.905221,lstm,step,1,scale_down,25,7,0
2026-04-23T15:27:12.925526,lstm,step,1,scale_out,7,25,4.838
