timestamp,model,scenario,run,event_type,from_replicas,to_replicas,lead_time_sec
2026-04-13T02:28:36.312034,hpa,periodic,2,scale_out,2,4,-3.526
2026-04-13T02:28:51.156999,hpa,periodic,2,scale_out,4,6,2.834
2026-04-13T02:29:20.341132,hpa,periodic,2,scale_out,6,10,1.638
2026-04-13T02:29:39.941214,hpa,periodic,2,scale_out,10,24,6.342
2026-04-13T02:29:50.772853,hpa,periodic,2,scale_out,24,25,1.635
2026-04-13T02:30:33.482956,hpa,periodic,2,scale_down,25,20,0
2026-04-13T02:30:49.134207,hpa,periodic,2,scale_down,20,13,0
2026-04-13T02:31:08.293229,hpa,periodic,2,scale_out,13,18,3.427
2026-04-13T02:31:23.456221,hpa,periodic,2,scale_out,18,25,4.717
2026-04-13T02:32:04.209901,hpa,periodic,2,scale_down,25,20,0
2026-04-13T02:32:19.558035,hpa,periodic,2,scale_down,20,12,0
2026-04-13T02:32:39.466210,hpa,periodic,2,scale_out,12,20,4.547
2026-04-13T02:32:54.337501,hpa,periodic,2,scale_out,20,25,5.008
2026-04-13T02:34:03.889465,hpa,periodic,2,scale_down,25,11,0
2026-04-13T02:34:41.636921,hpa,periodic,2,scale_out,11,25,1.106
2026-04-13T02:35:50.197228,hpa,periodic,2,scale_down,25,16,0
2026-04-13T02:36:04.278590,hpa,periodic,2,scale_down,16,5,0
