Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,200635,127,290.0,406.91437478780813,3.7945599997328827,4084.593150000728,4512.142048994443,406.8531696299405,0.257534091972998,290,410,500,560,750,920,1200,1300,1900,2300,4100
,Aggregated,200635,127,290.0,406.91437478780813,3.7945599997328827,4084.593150000728,4512.142048994443,406.8531696299405,0.257534091972998,290,410,500,560,750,920,1200,1300,1900,2300,4100
