Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,218926,470,450.0,597.9632035550015,34.04482199994163,4409.166147000178,4505.306998711893,394.3121233714484,0.8465266710421822,450,610,750,870,1300,1600,1800,2000,2900,3300,4400
,Aggregated,218926,470,450.0,597.9632035550015,34.04482199994163,4409.166147000178,4505.306998711893,394.3121233714484,0.8465266710421822,450,610,750,870,1300,1600,1800,2000,2900,3300,4400
