Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,240753,31,230.0,270.44664977130884,14.550157999110525,2232.405512999321,4514.418636527894,522.9404473175863,0.06733521022311321,230,250,270,290,380,480,600,700,1100,1500,2200
,Aggregated,240753,31,230.0,270.44664977130884,14.550157999110525,2232.405512999321,4514.418636527894,522.9404473175863,0.06733521022311321,230,250,270,290,380,480,600,700,1100,1500,2200
