timestamp,model,scenario,run,event_type,from_replicas,to_replicas,lead_time_sec
2026-09-25T23:56:01.104829,ensemble,periodic,3,scale_out,2,25,2.042
2026-09-25T23:56:12.882600,ensemble,periodic,3,scale_down,25,5,0
2026-09-25T23:56:29.158432,ensemble,periodic,3,scale_down,5,3,0
2026-09-25T23:56:44.720478,ensemble,periodic,3,scale_out,3,5,1.553
2026-09-25T23:57:07.660399,ensemble,periodic,3,scale_out,5,25,4.463
2026-09-25T23:57:33.698900,ensemble,periodic,3,scale_down,25,16,0
2026-09-25T23:57:50.597088,ensemble,periodic,3,scale_down,16,7,0
2026-09-25T23:58:08.337533,ensemble,periodic,3,scale_out,7,23,3.975
2026-09-25T23:58:20.779827,ensemble,periodic,3,scale_down,23,6,0
2026-09-25T23:58:39.253412,ensemble,periodic,3,scale_out,6,25,4.950
2026-09-25T23:59:35.605607,ensemble,periodic,3,scale_down,25,9,0
2026-09-25T23:59:52.056039,ensemble,periodic,3,scale_down,9,3,0
2026-09-26T00:00:08.457485,ensemble,periodic,3,scale_out,3,5,2.235
2026-09-26T00:00:27.840298,ensemble,periodic,3,scale_out,5,14,5.333
2026-09-26T00:00:40.869921,ensemble,periodic,3,scale_out,14,25,3.902
2026-09-26T00:01:54.004204,ensemble,periodic,3,scale_down,25,3,0
2026-09-26T00:02:10.563851,ensemble,periodic,3,scale_out,3,11,2.412
2026-09-26T00:02:28.468509,ensemble,periodic,3,scale_out,11,25,3.864
2026-09-26T00:03:39.589148,ensemble,periodic,3,scale_down,25,1,0
2026-09-26T00:03:58.045694,ensemble,periodic,3,scale_out,1,2,2.307
