Method,Name,Error,Occurrences
GET,/,"ConnectTimeoutError(<HTTPConnection(host='34.50.49.46', port=80) at 0x7bba3a078f20>, 'Connection to 34.50.49.46 timed out. (connect timeout=None)')",1
GET,/,"ConnectTimeoutError(<HTTPConnection(host='34.50.49.46', port=80) at 0x7bba3a25d820>, 'Connection to 34.50.49.46 timed out. (connect timeout=None)')",1
GET,/,"ConnectTimeoutError(<HTTPConnection(host='34.50.49.46', port=80) at 0x7bba2166d130>, 'Connection to 34.50.49.46 timed out. (connect timeout=None)')",1
GET,/,"ConnectionRefusedError(111, 'Connection refused')",184
GET,/,"ConnectTimeoutError(<HTTPConnection(host='34.50.49.46', port=80) at 0x7bba39f061b0>, 'Connection to 34.50.49.46 timed out. (connect timeout=None)')",1
GET,/,"ConnectTimeoutError(<HTTPConnection(host='34.50.49.46', port=80) at 0x7bba38489640>, 'Connection to 34.50.49.46 timed out. (connect timeout=None)')",1
GET,/,"ConnectTimeoutError(<HTTPConnection(host='34.50.49.46', port=80) at 0x7bba381b79b0>, 'Connection to 34.50.49.46 timed out. (connect timeout=None)')",1
GET,/,"ConnectionResetError(104, 'Connection reset by peer')",3
GET,/,"ConnectTimeoutError(<HTTPConnection(host='34.50.49.46', port=80) at 0x7bba3a24f200>, 'Connection to 34.50.49.46 timed out. (connect timeout=None)')",1
