Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,414853,63,90,116.51862889405194,4.7208750002027955,135978.1893549998,4514.314347491762,930.9026826293008,0.1413678315105494,90,120,140,160,190,230,290,340,560,134000,136000
,Aggregated,414853,63,90,116.51862889405194,4.7208750002027955,135978.1893549998,4514.314347491762,930.9026826293008,0.1413678315105494,90,120,140,160,190,230,290,340,560,134000,136000
