Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,221871,788,110.0,243.4684688340376,3.178347000357462,135309.05074700058,4498.964465838258,446.522877056323,1.585876600008034,110,250,340,410,610,780,970,1100,6700,19000,135000
,Aggregated,221871,788,110.0,243.4684688340376,3.178347000357462,135309.05074700058,4498.964465838258,446.522877056323,1.585876600008034,110,250,340,410,610,780,970,1100,6700,19000,135000
